release_code,publication,series_code,category,sub_category,sub_component,price_type,metric,frequency,value,date,seasonal_adjustment
P0441,Gross domestic product,QRS3020P,Final consumption expenditure by households,"Alcoholic beverages, tobacco and narcotics",,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.730379845,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3030P,Final consumption expenditure by households,Clothing and footwear,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.672643832,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3040P,Final consumption expenditure by households,"Housing, water, electricity, gas and other fuels",,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.349653277,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3050P,Final consumption expenditure by households,"Furnishings, household equipment, maintenance",,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.717180468,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3060P,Final consumption expenditure by households,Health,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,2.42595702,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3070P,Final consumption expenditure by households,Transport,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.5517242,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3080P,Final consumption expenditure by households,Communication,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.263090637,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3090P,Final consumption expenditure by households,Recreation and culture,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.882654755,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3100P,Final consumption expenditure by households,Education,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.373221189,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3110P,Final consumption expenditure by households,Restaurants and hotels,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.374654923,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3120P,Final consumption expenditure by households,Miscellaneous goods and services,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,1.41133979,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3210P,Final consumption expenditure by households,Durable goods,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-1.436312667,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3220P,Final consumption expenditure by households,Semi-durable goods,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.362755782,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3230P,Final consumption expenditure by households,Non-durable goods,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.113019635,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS3240P,Final consumption expenditure by households,Services,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.571040461,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS4020P,Gross fixed capital formation (type of organisation),General government,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-2.013232503,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS4030P,Gross fixed capital formation (type of organisation),Public corporations,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-1.338190246,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS4040P,Gross fixed capital formation (type of organisation),Private business enterprises,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,3.223301044,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS4050P,Gross fixed capital formation (type of asset),Residential buildings,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.557621481,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS4060P,Gross fixed capital formation (type of asset),Non-residential buildings,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.996713691,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS4070P,Gross fixed capital formation (type of asset),Construction works,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-1.016580854,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS4080P,Gross fixed capital formation (type of asset),Transport equipment,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,0.26339512,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS4160P,Gross fixed capital formation (type of asset),Machinery and other equipment (includes computers and related equipment),,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,5.501652286,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS4170P,Gross fixed capital formation (type of asset),"Other assets (includes research and development, computer software, mineral exploration and cultivated biological resources)",,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,-0.606572362,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QRS4150P,Gross fixed capital formation (type of asset),Transfer costs,,Constant 2015 prices,Quarter-on-quarter percentage change,Quarterly,1.125508125,2016-04-01,Seasonally adjusted values
P0441,Gross domestic product,QNU1001P,Value added at basic prices,"Agriculture, forestry and fishing",,Current prices,Year-on-year percentage change,Quarterly,20.988266979,2016-07-01,Actual values
P0441,Gross domestic product,QNU1002P,Value added at basic prices,Mining and quarrying,,Current prices,Year-on-year percentage change,Quarterly,16.571708614,2016-07-01,Actual values
P0441,Gross domestic product,QNU1003P,Value added at basic prices,Manufacturing,,Current prices,Year-on-year percentage change,Quarterly,7.739126574,2016-07-01,Actual values
P0441,Gross domestic product,QNU1004P,Value added at basic prices,"Electricity, gas and water",,Current prices,Year-on-year percentage change,Quarterly,11.170197506,2016-07-01,Actual values
P0441,Gross domestic product,QNU1005P,Value added at basic prices,Construction,,Current prices,Year-on-year percentage change,Quarterly,3.874566074,2016-07-01,Actual values
P0441,Gross domestic product,QNU1006P,Value added at basic prices,"Trade, catering and accommodation",,Current prices,Year-on-year percentage change,Quarterly,7.132090917,2016-07-01,Actual values
P0441,Gross domestic product,QNU1007P,Value added at basic prices,"Transport, storage and communication",,Current prices,Year-on-year percentage change,Quarterly,5.527359641,2016-07-01,Actual values
P0441,Gross domestic product,QNU1008P,Value added at basic prices,"Finance, real estate and business services",,Current prices,Year-on-year percentage change,Quarterly,7.546641802,2016-07-01,Actual values
P0441,Gross domestic product,QNU1009P,Value added at basic prices,General government services,,Current prices,Year-on-year percentage change,Quarterly,7.563200197,2016-07-01,Actual values
P0441,Gross domestic product,QNU1010P,Value added at basic prices,Personal services,,Current prices,Year-on-year percentage change,Quarterly,7.354170193,2016-07-01,Actual values
P0441,Gross domestic product,QNU1011P,Value added at basic prices,Value added at basic prices (total),,Current prices,Year-on-year percentage change,Quarterly,8.112574815,2016-07-01,Actual values
P0441,Gross domestic product,QNU1012P,Taxes less subsidies on products,Taxes less subsidies on products,,Current prices,Year-on-year percentage change,Quarterly,6.806132285,2016-07-01,Actual values
P0441,Gross domestic product,QNU1000P,GDP at market prices,GDP at market prices,,Current prices,Year-on-year percentage change,Quarterly,7.986210625,2016-07-01,Actual values
P0441,Gross domestic product,QNU1015P,Value added at basic prices,Primary industries,,Current prices,Year-on-year percentage change,Quarterly,17.815379462,2016-07-01,Actual values
P0441,Gross domestic product,QNU1016P,Value added at basic prices,Secondary industries,,Current prices,Year-on-year percentage change,Quarterly,7.519262109,2016-07-01,Actual values
P0441,Gross domestic product,QNU1017P,Value added at basic prices,Tertiary industries,,Current prices,Year-on-year percentage change,Quarterly,7.166965285,2016-07-01,Actual values
P0441,Gross domestic product,QNU1101P,Compensation of employees,"Agriculture, forestry and fishing",,Current prices,Year-on-year percentage change,Quarterly,7.20732547,2016-07-01,Actual values
P0441,Gross domestic product,QNU1102P,Compensation of employees,Mining and quarrying,,Current prices,Year-on-year percentage change,Quarterly,5.139484326,2016-07-01,Actual values
P0441,Gross domestic product,QNU1103P,Compensation of employees,Manufacturing,,Current prices,Year-on-year percentage change,Quarterly,8.475795366,2016-07-01,Actual values
P0441,Gross domestic product,QNU1104P,Compensation of employees,"Electricity, gas and water",,Current prices,Year-on-year percentage change,Quarterly,26.348995852,2016-07-01,Actual values
P0441,Gross domestic product,QNU1105P,Compensation of employees,Construction,,Current prices,Year-on-year percentage change,Quarterly,8.871045419,2016-07-01,Actual values
P0441,Gross domestic product,QNU1106P,Compensation of employees,"Trade, catering and accommodation",,Current prices,Year-on-year percentage change,Quarterly,8.18416137,2016-07-01,Actual values
P0441,Gross domestic product,QNU1107P,Compensation of employees,"Transport, storage and communication",,Current prices,Year-on-year percentage change,Quarterly,7.382535934,2016-07-01,Actual values
P0441,Gross domestic product,QNU1108P,Compensation of employees,"Finance, real estate and business services",,Current prices,Year-on-year percentage change,Quarterly,8.943934117,2016-07-01,Actual values
P0441,Gross domestic product,QNU1109P,Compensation of employees,General government services,,Current prices,Year-on-year percentage change,Quarterly,7.34475568,2016-07-01,Actual values
P0441,Gross domestic product,QNU1110P,Compensation of employees,Personal services,,Current prices,Year-on-year percentage change,Quarterly,6.452028628,2016-07-01,Actual values
P0441,Gross domestic product,QNU1100P,Compensation of employees,Compensation of employees (total),,Current prices,Year-on-year percentage change,Quarterly,7.956244368,2016-07-01,Actual values
P0441,Gross domestic product,QNU1201P,Gross operating surplus and net other taxes on production,"Agriculture, forestry and fishing",,Current prices,Year-on-year percentage change,Quarterly,31.268408479,2016-07-01,Actual values
P0441,Gross domestic product,QNU1202P,Gross operating surplus and net other taxes on production,Mining and quarrying,,Current prices,Year-on-year percentage change,Quarterly,27.427856808,2016-07-01,Actual values
P0441,Gross domestic product,QNU1203P,Gross operating surplus and net other taxes on production,Manufacturing,,Current prices,Year-on-year percentage change,Quarterly,7.114723569,2016-07-01,Actual values
P0441,Gross domestic product,QNU1204P,Gross operating surplus and net other taxes on production,"Electricity, gas and water",,Current prices,Year-on-year percentage change,Quarterly,4.081850257,2016-07-01,Actual values
P0441,Gross domestic product,QNU1205P,Gross operating surplus and net other taxes on production,Construction,,Current prices,Year-on-year percentage change,Quarterly,-3.025057535,2016-07-01,Actual values
P0441,Gross domestic product,QNU1206P,Gross operating surplus and net other taxes on production,"Trade, catering and accommodation",,Current prices,Year-on-year percentage change,Quarterly,6.06611597,2016-07-01,Actual values
P0441,Gross domestic product,QNU1207P,Gross operating surplus and net other taxes on production,"Transport, storage and communication",,Current prices,Year-on-year percentage change,Quarterly,4.246017494,2016-07-01,Actual values
P0441,Gross domestic product,QNU1208P,Gross operating surplus and net other taxes on production,"Finance, real estate and business services",,Current prices,Year-on-year percentage change,Quarterly,6.383444706,2016-07-01,Actual values
P0441,Gross domestic product,QNU1209P,Gross operating surplus and net other taxes on production,General government services,,Current prices,Year-on-year percentage change,Quarterly,8.337787672,2016-07-01,Actual values
P0441,Gross domestic product,QNU1210P,Gross operating surplus and net other taxes on production,Personal services,,Current prices,Year-on-year percentage change,Quarterly,10.412817026,2016-07-01,Actual values
P0441,Gross domestic product,QNU1200P,Gross operating surplus and net other taxes on production,Gross operating surplus (total),,Current prices,Year-on-year percentage change,Quarterly,8.296676212,2016-07-01,Actual values
P0441,Gross domestic product,QNU2010P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure (total),Current prices,Year-on-year percentage change,Quarterly,7.45915406,2016-07-01,Actual values
P0441,Gross domestic product,QNU2011P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by households,Current prices,Year-on-year percentage change,Quarterly,7.111077585,2016-07-01,Actual values
P0441,Gross domestic product,QNU2012P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by general government,Current prices,Year-on-year percentage change,Quarterly,8.609522919,2016-07-01,Actual values
P0441,Gross domestic product,QNU2020P,Expenditure on GDP,Gross capital formation,Gross capital formation (total),Current prices,Year-on-year percentage change,Quarterly,-0.250226453,2016-07-01,Actual values
P0441,Gross domestic product,QNU2021P,Expenditure on GDP,Gross capital formation,Gross fixed capital formation,Current prices,Year-on-year percentage change,Quarterly,-0.742813778,2016-07-01,Actual values
P0441,Gross domestic product,QNU2030P,Expenditure on GDP,Gross domestic expenditure,,Current prices,Year-on-year percentage change,Quarterly,5.974068429,2016-07-01,Actual values
P0441,Gross domestic product,QNU2040P,Expenditure on GDP,Exports of goods and services,,Current prices,Year-on-year percentage change,Quarterly,8.222554518,2016-07-01,Actual values
P0441,Gross domestic product,QNU2050P,Expenditure on GDP,Imports of goods and services,,Current prices,Year-on-year percentage change,Quarterly,1.878978344,2016-07-01,Actual values
P0441,Gross domestic product,QNU2000P,Expenditure on GDP,Expenditure on GDP (total),,Current prices,Year-on-year percentage change,Quarterly,7.836296262,2016-07-01,Actual values
P0441,Gross domestic product,QNU3010P,Final consumption expenditure by households,Food and non-alcoholic beverages,,Current prices,Year-on-year percentage change,Quarterly,10.661414123,2016-07-01,Actual values
P0441,Gross domestic product,QNU3020P,Final consumption expenditure by households,"Alcoholic beverages, tobacco and narcotics",,Current prices,Year-on-year percentage change,Quarterly,8.826837658,2016-07-01,Actual values
P0441,Gross domestic product,QNU3030P,Final consumption expenditure by households,Clothing and footwear,,Current prices,Year-on-year percentage change,Quarterly,6.324586136,2016-07-01,Actual values
P0441,Gross domestic product,QNU3040P,Final consumption expenditure by households,"Housing, water, electricity, gas and other fuels",,Current prices,Year-on-year percentage change,Quarterly,8.00221979,2016-07-01,Actual values
P0441,Gross domestic product,QNU3050P,Final consumption expenditure by households,"Furnishings, household equipment, maintenance",,Current prices,Year-on-year percentage change,Quarterly,8.020039018,2016-07-01,Actual values
P0441,Gross domestic product,QNU3060P,Final consumption expenditure by households,Health,,Current prices,Year-on-year percentage change,Quarterly,9.385078691,2016-07-01,Actual values
P0441,Gross domestic product,QNU3070P,Final consumption expenditure by households,Transport,,Current prices,Year-on-year percentage change,Quarterly,0.994332267,2016-07-01,Actual values
P0441,Gross domestic product,QNU3080P,Final consumption expenditure by households,Communication,,Current prices,Year-on-year percentage change,Quarterly,1.866374332,2016-07-01,Actual values
P0441,Gross domestic product,QNU3090P,Final consumption expenditure by households,Recreation and culture,,Current prices,Year-on-year percentage change,Quarterly,9.70544542,2016-07-01,Actual values
P0441,Gross domestic product,QNU3100P,Final consumption expenditure by households,Education,,Current prices,Year-on-year percentage change,Quarterly,6.932452143,2016-07-01,Actual values
P0441,Gross domestic product,QNU3110P,Final consumption expenditure by households,Restaurants and hotels,,Current prices,Year-on-year percentage change,Quarterly,8.799550491,2016-07-01,Actual values
P0441,Gross domestic product,QNU3120P,Final consumption expenditure by households,Miscellaneous goods and services,,Current prices,Year-on-year percentage change,Quarterly,8.07474354,2016-07-01,Actual values
P0441,Gross domestic product,QNU3210P,Final consumption expenditure by households,Durable goods,,Current prices,Year-on-year percentage change,Quarterly,-0.331938377,2016-07-01,Actual values
P0441,Gross domestic product,QNU3220P,Final consumption expenditure by households,Semi-durable goods,,Current prices,Year-on-year percentage change,Quarterly,6.864945702,2016-07-01,Actual values
P0441,Gross domestic product,QNU3230P,Final consumption expenditure by households,Non-durable goods,,Current prices,Year-on-year percentage change,Quarterly,8.984188456,2016-07-01,Actual values
P0441,Gross domestic product,QNU3240P,Final consumption expenditure by households,Services,,Current prices,Year-on-year percentage change,Quarterly,7.411846095,2016-07-01,Actual values
P0441,Gross domestic product,QNU4020P,Gross fixed capital formation (type of organisation),General government,,Current prices,Year-on-year percentage change,Quarterly,-0.3180987,2016-07-01,Actual values
P0441,Gross domestic product,QNU4030P,Gross fixed capital formation (type of organisation),Public corporations,,Current prices,Year-on-year percentage change,Quarterly,-9.521432053,2016-07-01,Actual values
P0441,Gross domestic product,QNU4040P,Gross fixed capital formation (type of organisation),Private business enterprises,,Current prices,Year-on-year percentage change,Quarterly,1.549731121,2016-07-01,Actual values
P0441,Gross domestic product,QNU4050P,Gross fixed capital formation (type of asset),Residential buildings,,Current prices,Year-on-year percentage change,Quarterly,3.294016119,2016-07-01,Actual values
P0441,Gross domestic product,QNU4060P,Gross fixed capital formation (type of asset),Non-residential buildings,,Current prices,Year-on-year percentage change,Quarterly,10.315138673,2016-07-01,Actual values
P0441,Gross domestic product,QNU4070P,Gross fixed capital formation (type of asset),Construction works,,Current prices,Year-on-year percentage change,Quarterly,-3.543918391,2016-07-01,Actual values
P0441,Gross domestic product,QNU4080P,Gross fixed capital formation (type of asset),Transport equipment,,Current prices,Year-on-year percentage change,Quarterly,-8.182486694,2016-07-01,Actual values
P0441,Gross domestic product,QNU4160P,Gross fixed capital formation (type of asset),Machinery and other equipment (includes computers and related equipment),,Current prices,Year-on-year percentage change,Quarterly,-1.818516925,2016-07-01,Actual values
P0441,Gross domestic product,QNU4170P,Gross fixed capital formation (type of asset),"Other assets (includes research and development, computer software, mineral exploration and cultivated biological resources)",,Current prices,Year-on-year percentage change,Quarterly,9.165138541,2016-07-01,Actual values
P0441,Gross domestic product,QNU4150P,Gross fixed capital formation (type of asset),Transfer costs,,Current prices,Year-on-year percentage change,Quarterly,0.957611472,2016-07-01,Actual values
P0441,Gross domestic product,QNS1001P,Value added at basic prices,"Agriculture, forestry and fishing",,Current prices,Quarter-on-quarter percentage change,Quarterly,2.680342365,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1002P,Value added at basic prices,Mining and quarrying,,Current prices,Quarter-on-quarter percentage change,Quarterly,2.447930439,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1003P,Value added at basic prices,Manufacturing,,Current prices,Quarter-on-quarter percentage change,Quarterly,0.543861493,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1004P,Value added at basic prices,"Electricity, gas and water",,Current prices,Quarter-on-quarter percentage change,Quarterly,2.210135382,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1005P,Value added at basic prices,Construction,,Current prices,Quarter-on-quarter percentage change,Quarterly,0.209018949,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1006P,Value added at basic prices,"Trade, catering and accommodation",,Current prices,Quarter-on-quarter percentage change,Quarterly,0.061915885,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1007P,Value added at basic prices,"Transport, storage and communication",,Current prices,Quarter-on-quarter percentage change,Quarterly,1.716066305,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1008P,Value added at basic prices,"Finance, real estate and business services",,Current prices,Quarter-on-quarter percentage change,Quarterly,1.427044281,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1009P,Value added at basic prices,General government services,,Current prices,Quarter-on-quarter percentage change,Quarterly,0.652720995,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1010P,Value added at basic prices,Personal services,,Current prices,Quarter-on-quarter percentage change,Quarterly,1.577376968,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1011P,Value added at basic prices,Value added at basic prices (total),,Current prices,Quarter-on-quarter percentage change,Quarterly,1.16417545,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1012P,Taxes less subsidies on products,Taxes less subsidies on products,,Current prices,Quarter-on-quarter percentage change,Quarterly,-1.030089512,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1000P,GDP at market prices,GDP at market prices,,Current prices,Quarter-on-quarter percentage change,Quarterly,0.94557847,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS1015P,Value added at basic prices,Primary industries,,Current prices,Quarter-on-quarter percentage change,Quarterly,2.517909575,2016-07-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1016P,Value added at basic prices,Secondary industries,,Current prices,Quarter-on-quarter percentage change,Quarterly,0.718062045,2016-07-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS1017P,Value added at basic prices,Tertiary industries,,Current prices,Quarter-on-quarter percentage change,Quarterly,1.131877064,2016-07-01,Seasonally adjusted and annualised values
P0441,Gross domestic product,QNS2010P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure (total),Current prices,Quarter-on-quarter percentage change,Quarterly,1.83081081,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS2011P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by households,Current prices,Quarter-on-quarter percentage change,Quarterly,2.042150317,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS2012P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by general government,Current prices,Quarter-on-quarter percentage change,Quarterly,1.143286195,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS2020P,Expenditure on GDP,Gross capital formation,Gross capital formation (total),Current prices,Quarter-on-quarter percentage change,Quarterly,2.617381937,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS2021P,Expenditure on GDP,Gross capital formation,Gross fixed capital formation,Current prices,Quarter-on-quarter percentage change,Quarterly,-5.735173264,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS2030P,Expenditure on GDP,Gross domestic expenditure,,Current prices,Quarter-on-quarter percentage change,Quarterly,1.962219813,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS2040P,Expenditure on GDP,Exports of goods and services,,Current prices,Quarter-on-quarter percentage change,Quarterly,-5.176765376,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS2050P,Expenditure on GDP,Imports of goods and services,,Current prices,Quarter-on-quarter percentage change,Quarterly,-2.329621565,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS2000P,Expenditure on GDP,Expenditure on GDP (total),,Current prices,Quarter-on-quarter percentage change,Quarterly,1.071681813,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3010P,Final consumption expenditure by households,Food and non-alcoholic beverages,,Current prices,Quarter-on-quarter percentage change,Quarterly,1.799579529,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3020P,Final consumption expenditure by households,"Alcoholic beverages, tobacco and narcotics",,Current prices,Quarter-on-quarter percentage change,Quarterly,1.621793027,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3030P,Final consumption expenditure by households,Clothing and footwear,,Current prices,Quarter-on-quarter percentage change,Quarterly,1.217289102,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3040P,Final consumption expenditure by households,"Housing, water, electricity, gas and other fuels",,Current prices,Quarter-on-quarter percentage change,Quarterly,2.130297896,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3050P,Final consumption expenditure by households,"Furnishings, household equipment, maintenance",,Current prices,Quarter-on-quarter percentage change,Quarterly,2.023218628,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3060P,Final consumption expenditure by households,Health,,Current prices,Quarter-on-quarter percentage change,Quarterly,1.343221421,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3070P,Final consumption expenditure by households,Transport,,Current prices,Quarter-on-quarter percentage change,Quarterly,0.161651599,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3080P,Final consumption expenditure by households,Communication,,Current prices,Quarter-on-quarter percentage change,Quarterly,0.350093167,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3090P,Final consumption expenditure by households,Recreation and culture,,Current prices,Quarter-on-quarter percentage change,Quarterly,3.788458638,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3100P,Final consumption expenditure by households,Education,,Current prices,Quarter-on-quarter percentage change,Quarterly,1.973044273,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3110P,Final consumption expenditure by households,Restaurants and hotels,,Current prices,Quarter-on-quarter percentage change,Quarterly,2.965460322,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3120P,Final consumption expenditure by households,Miscellaneous goods and services,,Current prices,Quarter-on-quarter percentage change,Quarterly,4.830949076,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3210P,Final consumption expenditure by households,Durable goods,,Current prices,Quarter-on-quarter percentage change,Quarterly,-0.293566174,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3220P,Final consumption expenditure by households,Semi-durable goods,,Current prices,Quarter-on-quarter percentage change,Quarterly,0.516589237,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3230P,Final consumption expenditure by households,Non-durable goods,,Current prices,Quarter-on-quarter percentage change,Quarterly,1.915609283,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS3240P,Final consumption expenditure by households,Services,,Current prices,Quarter-on-quarter percentage change,Quarterly,2.830740658,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS4020P,Gross fixed capital formation (type of organisation),General government,,Current prices,Quarter-on-quarter percentage change,Quarterly,-7.150458886,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS4030P,Gross fixed capital formation (type of organisation),Public corporations,,Current prices,Quarter-on-quarter percentage change,Quarterly,-3.404810558,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS4040P,Gross fixed capital formation (type of organisation),Private business enterprises,,Current prices,Quarter-on-quarter percentage change,Quarterly,-5.853536292,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS4050P,Gross fixed capital formation (type of asset),Residential buildings,,Current prices,Quarter-on-quarter percentage change,Quarterly,1.028764706,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS4060P,Gross fixed capital formation (type of asset),Non-residential buildings,,Current prices,Quarter-on-quarter percentage change,Quarterly,0.96652421,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS4070P,Gross fixed capital formation (type of asset),Construction works,,Current prices,Quarter-on-quarter percentage change,Quarterly,-4.988419334,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS4080P,Gross fixed capital formation (type of asset),Transport equipment,,Current prices,Quarter-on-quarter percentage change,Quarterly,-11.80744315,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS4160P,Gross fixed capital formation (type of asset),Machinery and other equipment (includes computers and related equipment),,Current prices,Quarter-on-quarter percentage change,Quarterly,-10.204986934,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS4170P,Gross fixed capital formation (type of asset),"Other assets (includes research and development, computer software, mineral exploration and cultivated biological resources)",,Current prices,Quarter-on-quarter percentage change,Quarterly,1.575554785,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QNS4150P,Gross fixed capital formation (type of asset),Transfer costs,,Current prices,Quarter-on-quarter percentage change,Quarterly,-1.496023041,2016-07-01,Seasonally adjusted values
P0441,Gross domestic product,QRU1001P,Value added at basic prices,"Agriculture, forestry and fishing",,Constant 2015 prices,Year-on-year percentage change,Quarterly,-8.388094618,2016-07-01,Actual values
P0441,Gross domestic product,QRU1002P,Value added at basic prices,Mining and quarrying,,Constant 2015 prices,Year-on-year percentage change,Quarterly,0.826423812,2016-07-01,Actual values
P0441,Gross domestic product,QRU1003P,Value added at basic prices,Manufacturing,,Constant 2015 prices,Year-on-year percentage change,Quarterly,0.425967549,2016-07-01,Actual values
P0441,Gross domestic product,QRU1004P,Value added at basic prices,"Electricity, gas and water",,Constant 2015 prices,Year-on-year percentage change,Quarterly,-1.979406534,2016-07-01,Actual values
P0441,Gross domestic product,QRU1005P,Value added at basic prices,Construction,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.656770252,2016-07-01,Actual values
P0441,Gross domestic product,QRU1006P,Value added at basic prices,"Trade, catering and accommodation",,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.221399539,2016-07-01,Actual values
P0441,Gross domestic product,QRU1007P,Value added at basic prices,"Transport, storage and communication",,Constant 2015 prices,Year-on-year percentage change,Quarterly,2.032241742,2016-07-01,Actual values
P0441,Gross domestic product,QRU1008P,Value added at basic prices,"Finance, real estate and business services",,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.577320204,2016-07-01,Actual values
P0441,Gross domestic product,QRU1009P,Value added at basic prices,General government services,,Constant 2015 prices,Year-on-year percentage change,Quarterly,1.39364986,2016-07-01,Actual values
