release_code,publication,series_code,category,sub_category,sub_component,price_type,metric,frequency,value,date,seasonal_adjustment
P0441,Gross domestic product,AN1001P,Value added at basic prices,"Agriculture, forestry and fishing",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1002P,Value added at basic prices,Mining and quarrying,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1003P,Value added at basic prices,Manufacturing,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1004P,Value added at basic prices,"Electricity, gas and water",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1005P,Value added at basic prices,Construction,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1006P,Value added at basic prices,"Trade, catering and accommodation",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1007P,Value added at basic prices,"Transport, storage and communication",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1008P,Value added at basic prices,"Finance, real estate and business services",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1009P,Value added at basic prices,General government services,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1010P,Value added at basic prices,Personal services,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1011P,Value added at basic prices,Value added at basic prices (total),,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1012P,Taxes less subsidies on products,Taxes less subsidies on products,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1000P,GDP at market prices,GDP at market prices,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1015P,Value added at basic prices,Primary industries,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1016P,Value added at basic prices,Secondary industries,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1017P,Value added at basic prices,Tertiary industries,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1101P,Compensation of employees,"Agriculture, forestry and fishing",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1102P,Compensation of employees,Mining and quarrying,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1103P,Compensation of employees,Manufacturing,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1104P,Compensation of employees,"Electricity, gas and water",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1105P,Compensation of employees,Construction,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1106P,Compensation of employees,"Trade, catering and accommodation",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1107P,Compensation of employees,"Transport, storage and communication",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1108P,Compensation of employees,"Finance, real estate and business services",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1109P,Compensation of employees,General government services,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1110P,Compensation of employees,Personal services,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1100P,Compensation of employees,Compensation of employees (total),,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1201P,Gross operating surplus and net other taxes on production,"Agriculture, forestry and fishing",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1202P,Gross operating surplus and net other taxes on production,Mining and quarrying,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1203P,Gross operating surplus and net other taxes on production,Manufacturing,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1204P,Gross operating surplus and net other taxes on production,"Electricity, gas and water",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1205P,Gross operating surplus and net other taxes on production,Construction,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1206P,Gross operating surplus and net other taxes on production,"Trade, catering and accommodation",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1207P,Gross operating surplus and net other taxes on production,"Transport, storage and communication",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1208P,Gross operating surplus and net other taxes on production,"Finance, real estate and business services",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1209P,Gross operating surplus and net other taxes on production,General government services,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1210P,Gross operating surplus and net other taxes on production,Personal services,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN1200P,Gross operating surplus and net other taxes on production,Gross operating surplus (total),,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN2010P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN2011P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by households,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN2012P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by general government,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN2020P,Expenditure on GDP,Gross capital formation,Gross capital formation (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN2021P,Expenditure on GDP,Gross capital formation,Gross fixed capital formation,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN2030P,Expenditure on GDP,Gross domestic expenditure,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN2040P,Expenditure on GDP,Exports of goods and services,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0444,Gross domestic product,AN2050P,Expenditure on GDP,Imports of goods and services,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN2000P,Expenditure on GDP,Expenditure on GDP (total),,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3010P,Final consumption expenditure by households,Food and non-alcoholic beverages,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3020P,Final consumption expenditure by households,"Alcoholic beverages, tobacco and narcotics",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3030P,Final consumption expenditure by households,Clothing and footwear,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3040P,Final consumption expenditure by households,"Housing, water, electricity, gas and other fuels",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3050P,Final consumption expenditure by households,"Furnishings, household equipment, maintenance",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3060P,Final consumption expenditure by households,Health,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3070P,Final consumption expenditure by households,Transport,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3080P,Final consumption expenditure by households,Communication,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3090P,Final consumption expenditure by households,Recreation and culture,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3100P,Final consumption expenditure by households,Education,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3110P,Final consumption expenditure by households,Restaurants and hotels,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3120P,Final consumption expenditure by households,Miscellaneous goods and services,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3210P,Final consumption expenditure by households,Durable goods,Durable goods (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3211P,Final consumption expenditure by households,Durable goods,"Furniture, household appliances etc.",Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3212P,Final consumption expenditure by households,Durable goods,Personal transport equipment,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3213P,Final consumption expenditure by households,Durable goods,Computers and related equipment,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3214P,Final consumption expenditure by households,Durable goods,Recreational and entertainment goods,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3215P,Final consumption expenditure by households,Durable goods,Other durable goods,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3220P,Final consumption expenditure by households,Semi-durable goods,Semi-durable goods (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3221P,Final consumption expenditure by households,Semi-durable goods,Clothing and footwear,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3222P,Final consumption expenditure by households,Semi-durable goods,"Household textiles, furnishings, glassware etc.",Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3223P,Final consumption expenditure by households,Semi-durable goods,"Motorcar tyres, parts and accessories",Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3224P,Final consumption expenditure by households,Semi-durable goods,Recreational and entertainment goods,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3225P,Final consumption expenditure by households,Semi-durable goods,Miscellaneous goods,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3230P,Final consumption expenditure by households,Non-durable goods,Non-durable goods (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3231P,Final consumption expenditure by households,Non-durable goods,"Food, beverages and tobacco",Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3232P,Final consumption expenditure by households,Non-durable goods,"Household fuel, power and water",Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3233P,Final consumption expenditure by households,Non-durable goods,Household consumer goods,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3234P,Final consumption expenditure by households,Non-durable goods,Medical and pharmaceutical products,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3235P,Final consumption expenditure by households,Non-durable goods,Petroleum products,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3236P,Final consumption expenditure by households,Non-durable goods,Recreational and entertainment goods,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3240P,Final consumption expenditure by households,Services,Services (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3241P,Final consumption expenditure by households,Services,Rent,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3242P,Final consumption expenditure by households,Services,"Household services, including domestic workers",Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3243P,Final consumption expenditure by households,Services,Medical services,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3244P,Final consumption expenditure by households,Services,Transport and communication services,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3245P,Final consumption expenditure by households,Services,"Recreational, entertainment and educational services",Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN3246P,Final consumption expenditure by households,Services,Miscellaneous services,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN2013P,Final consumption expenditure by general government,Individual consumption expenditure,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN2014P,Final consumption expenditure by general government,Collective consumption expenditure,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4001P,Gross fixed capital formation (kind of economic activity),"Agriculture, forestry and fishing",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4002P,Gross fixed capital formation (kind of economic activity),Mining and quarrying,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4003P,Gross fixed capital formation (kind of economic activity),Manufacturing,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4004P,Gross fixed capital formation (kind of economic activity),"Electricity, gas and water",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4005P,Gross fixed capital formation (kind of economic activity),Construction (contractors),,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4006P,Gross fixed capital formation (kind of economic activity),"Trade, catering and accommodation",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4007P,Gross fixed capital formation (kind of economic activity),"Transport, storage and communication",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4008P,Gross fixed capital formation (kind of economic activity),"Finance, real estate and business services",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4009P,Gross fixed capital formation (kind of economic activity),"Community, social and personal services",,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4020P,Gross fixed capital formation (type of organisation),General government,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4030P,Gross fixed capital formation (type of organisation),Public corporations,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4040P,Gross fixed capital formation (type of organisation),Private business enterprises,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4050P,Gross fixed capital formation (type of asset),Residential buildings,Residential buildings (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4051P,Gross fixed capital formation (type of asset),Residential buildings,General government,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4052P,Gross fixed capital formation (type of asset),Residential buildings,Public corporations,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4053P,Gross fixed capital formation (type of asset),Residential buildings,Private business enterprises,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4060P,Gross fixed capital formation (type of asset),Non-residential buildings,Non-residential buildings (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4061P,Gross fixed capital formation (type of asset),Non-residential buildings,General government,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4062P,Gross fixed capital formation (type of asset),Non-residential buildings,Public corporations,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4063P,Gross fixed capital formation (type of asset),Non-residential buildings,Private business enterprises,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4070P,Gross fixed capital formation (type of asset),Construction works,Construction works (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4071P,Gross fixed capital formation (type of asset),Construction works,General government,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4072P,Gross fixed capital formation (type of asset),Construction works,Public corporations,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4073P,Gross fixed capital formation (type of asset),Construction works,Private business enterprises,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4080P,Gross fixed capital formation (type of asset),Transport equipment,Transport equipment (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4081P,Gross fixed capital formation (type of asset),Transport equipment,General government,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4082P,Gross fixed capital formation (type of asset),Transport equipment,Public corporations,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4083P,Gross fixed capital formation (type of asset),Transport equipment,Private business enterprises,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4090P,Gross fixed capital formation (type of asset),Computers and related equipment,Computers and related equipment (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4091P,Gross fixed capital formation (type of asset),Computers and related equipment,General government,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4092P,Gross fixed capital formation (type of asset),Computers and related equipment,Public corporations,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4093P,Gross fixed capital formation (type of asset),Computers and related equipment,Private business enterprises,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4100P,Gross fixed capital formation (type of asset),Machinery and other equipment,Machinery and other equipment (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4101P,Gross fixed capital formation (type of asset),Machinery and other equipment,General government,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4102P,Gross fixed capital formation (type of asset),Machinery and other equipment,Public corporations,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4103P,Gross fixed capital formation (type of asset),Machinery and other equipment,Private business enterprises,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4110P,Gross fixed capital formation (type of asset),Research and development,Research and development (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4111P,Gross fixed capital formation (type of asset),Research and development,General government,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4112P,Gross fixed capital formation (type of asset),Research and development,Public corporations,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4113P,Gross fixed capital formation (type of asset),Research and development,Private business enterprises,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4120P,Gross fixed capital formation (type of asset),Computer software,Computer software (total),Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4121P,Gross fixed capital formation (type of asset),Computer software,General government,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4122P,Gross fixed capital formation (type of asset),Computer software,Public corporations,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4123P,Gross fixed capital formation (type of asset),Computer software,Private business enterprises,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4130P,Gross fixed capital formation (type of asset),Mineral exploration and evaluation,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4140P,Gross fixed capital formation (type of asset),Cultivated biological resources,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AN4150P,Gross fixed capital formation (type of asset),Transfer costs,,Current prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1001P,Value added at basic prices,"Agriculture, forestry and fishing",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1002P,Value added at basic prices,Mining and quarrying,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1003P,Value added at basic prices,Manufacturing,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1004P,Value added at basic prices,"Electricity, gas and water",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1005P,Value added at basic prices,Construction,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1006P,Value added at basic prices,"Trade, catering and accommodation",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1007P,Value added at basic prices,"Transport, storage and communication",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1008P,Value added at basic prices,"Finance, real estate and business services",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1009P,Value added at basic prices,General government services,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1010P,Value added at basic prices,Personal services,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1011P,Value added at basic prices,Value added at basic prices (total),,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1012P,Taxes less subsidies on products,Taxes less subsidies on products,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1000P,GDP at market prices,GDP at market prices,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1015P,Value added at basic prices,Primary industries,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1016P,Value added at basic prices,Secondary industries,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR1017P,Value added at basic prices,Tertiary industries,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2010P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2011P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by households,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2012P,Expenditure on GDP,Final consumption expenditure,Final consumption expenditure by general government,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2020P,Expenditure on GDP,Gross capital formation,Gross capital formation (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2021P,Expenditure on GDP,Gross capital formation,Gross fixed capital formation,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2030P,Expenditure on GDP,Gross domestic expenditure,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2040P,Expenditure on GDP,Exports of goods and services,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2050P,Expenditure on GDP,Imports of goods and services,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR2000P,Expenditure on GDP,Expenditure on GDP (total),,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3010P,Final consumption expenditure by households,Food and non-alcoholic beverages,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3020P,Final consumption expenditure by households,"Alcoholic beverages, tobacco and narcotics",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3030P,Final consumption expenditure by households,Clothing and footwear,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3040P,Final consumption expenditure by households,"Housing, water, electricity, gas and other fuels",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3050P,Final consumption expenditure by households,"Furnishings, household equipment, maintenance",,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3060P,Final consumption expenditure by households,Health,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3070P,Final consumption expenditure by households,Transport,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3080P,Final consumption expenditure by households,Communication,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3090P,Final consumption expenditure by households,Recreation and culture,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3100P,Final consumption expenditure by households,Education,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3110P,Final consumption expenditure by households,Restaurants and hotels,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3120P,Final consumption expenditure by households,Miscellaneous goods and services,,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3210P,Final consumption expenditure by households,Durable goods,Durable goods (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3211P,Final consumption expenditure by households,Durable goods,"Furniture, household appliances etc.",Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3212P,Final consumption expenditure by households,Durable goods,Personal transport equipment,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3213P,Final consumption expenditure by households,Durable goods,Computers and related equipment,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3214P,Final consumption expenditure by households,Durable goods,Recreational and entertainment goods,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3215P,Final consumption expenditure by households,Durable goods,Other durable goods,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3220P,Final consumption expenditure by households,Semi-durable goods,Semi-durable goods (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3221P,Final consumption expenditure by households,Semi-durable goods,Clothing and footwear,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3222P,Final consumption expenditure by households,Semi-durable goods,"Household textiles, furnishings, glassware etc.",Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3223P,Final consumption expenditure by households,Semi-durable goods,"Motorcar tyres, parts and accessories",Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3224P,Final consumption expenditure by households,Semi-durable goods,Recreational and entertainment goods,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3225P,Final consumption expenditure by households,Semi-durable goods,Miscellaneous goods,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3230P,Final consumption expenditure by households,Non-durable goods,Non-durable goods (total),Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3231P,Final consumption expenditure by households,Non-durable goods,"Food, beverages and tobacco",Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3232P,Final consumption expenditure by households,Non-durable goods,"Household fuel, power and water",Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
P0441,Gross domestic product,AR3233P,Final consumption expenditure by households,Non-durable goods,Household consumer goods,Constant 2015 prices,Year-on-year percentage change,Annually,,1993-01-01,
